"('Attribute', 'schema_name')","('Attribute', 'method_name')","('Attribute', 'dataset_type')","('Attribute', 'dataset_name')","('Attribute', 'curve_name')","('Attribute', 'label_name')","('Attribute', 'online')","('Eval', 'eval_item')","('Eval', 'value')"
Naive,PELT,TS4CD,Synthetic,PeriodicSpike,ChangePoint,No,"('Run Length MSE',)",99484.31649189704
Naive,PELT,TS4CD,Synthetic,PeriodicSpike,ChangePoint,No,"('Run Length MSRE',)",315.41134490042845
Naive,PELT,TS4CD,Synthetic,PeriodicSpike,ReportPoint,No,"('Detection Delay', 'delay_mean')",649.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike,ReportPoint,No,"('Detection Delay', 'delay_std')",0.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",649.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",649.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",649.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",649.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",649.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike,RunLength,No,"('Run Length MSE',)",99484.31649189704
Naive,PELT,TS4CD,Synthetic,PeriodicSpike,RunLength,No,"('Run Length MSRE',)",315.41134490042845
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,"('Annotation Error',)",1.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,"('Jaccard Index',)",0.5145885940081065
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,"('Rand Index',)",0.756817652580793
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.004597701149425282
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.002304147465437788
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,"('best f1 under pa', 'f1')",0.004597701149425282
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,"('best f1 under pa', 'precision')",0.002304147465437788
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,"('Run Length MSE',)",110606.7006673022
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ChangePoint,No,"('Run Length MSRE',)",332.57585701205403
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,No,"('Detection Delay', 'delay_mean')",616.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,No,"('Detection Delay', 'delay_std')",0.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",616.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",616.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",616.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",616.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",616.0
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,RunLength,No,"('Run Length MSE',)",110606.7006673022
Naive,PELT,TS4CD,Synthetic,PeriodicSpike2,RunLength,No,"('Run Length MSRE',)",332.57585701205403
Naive,PELT,TS4CD,Synthetic,Scaling,ChangePoint,No,"('Annotation Error',)",0.0
Naive,PELT,TS4CD,Synthetic,Scaling,ChangePoint,No,"('Jaccard Index',)",0.9848394015693485
Naive,PELT,TS4CD,Synthetic,Scaling,ChangePoint,No,"('Rand Index',)",0.9924191705659334
Naive,PELT,TS4CD,Synthetic,Scaling,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.004123711340206181
Naive,PELT,TS4CD,Synthetic,Scaling,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.002066115702479339
Naive,PELT,TS4CD,Synthetic,Scaling,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,PELT,TS4CD,Synthetic,Scaling,ChangePoint,No,"('best f1 under pa', 'f1')",0.004123711340206181
Naive,PELT,TS4CD,Synthetic,Scaling,ChangePoint,No,"('best f1 under pa', 'precision')",0.002066115702479339
Naive,PELT,TS4CD,Synthetic,Scaling,ChangePoint,No,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,PELT,TS4CD,Synthetic,Scaling,ChangePoint,No,"('Run Length MSE',)",1761.5500476644422
Naive,PELT,TS4CD,Synthetic,Scaling,ChangePoint,No,"('Run Length MSRE',)",41.97082376680785
Naive,PELT,TS4CD,Synthetic,Scaling,ReportPoint,No,"('Detection Delay', 'delay_mean')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling,ReportPoint,No,"('Detection Delay', 'delay_std')",0.0
Naive,PELT,TS4CD,Synthetic,Scaling,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling,RunLength,No,"('Run Length MSE',)",1764.3746425166826
Naive,PELT,TS4CD,Synthetic,Scaling,RunLength,No,"('Run Length MSRE',)",42.00445979317771
Naive,PELT,TS4CD,Synthetic,Scaling2,ChangePoint,No,"('Annotation Error',)",0.0
Naive,PELT,TS4CD,Synthetic,Scaling2,ChangePoint,No,"('Jaccard Index',)",0.8771993294984504
Naive,PELT,TS4CD,Synthetic,Scaling2,ChangePoint,No,"('Rand Index',)",0.9392605825977485
Naive,PELT,TS4CD,Synthetic,Scaling2,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.004123711340206181
Naive,PELT,TS4CD,Synthetic,Scaling2,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.002066115702479339
Naive,PELT,TS4CD,Synthetic,Scaling2,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,PELT,TS4CD,Synthetic,Scaling2,ChangePoint,No,"('best f1 under pa', 'f1')",0.004123711340206181
Naive,PELT,TS4CD,Synthetic,Scaling2,ChangePoint,No,"('best f1 under pa', 'precision')",0.002066115702479339
Naive,PELT,TS4CD,Synthetic,Scaling2,ChangePoint,No,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,PELT,TS4CD,Synthetic,Scaling2,ChangePoint,No,"('Run Length MSE',)",13712.13155386082
Naive,PELT,TS4CD,Synthetic,Scaling2,ChangePoint,No,"('Run Length MSRE',)",117.09881106937345
Naive,PELT,TS4CD,Synthetic,Scaling2,ReportPoint,No,"('Detection Delay', 'delay_mean')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling2,ReportPoint,No,"('Detection Delay', 'delay_std')",0.0
Naive,PELT,TS4CD,Synthetic,Scaling2,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling2,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling2,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling2,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling2,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",116.0
Naive,PELT,TS4CD,Synthetic,Scaling2,RunLength,No,"('Run Length MSE',)",13732.973307912298
Naive,PELT,TS4CD,Synthetic,Scaling2,RunLength,No,"('Run Length MSRE',)",117.18776944678271
Naive,PELT,TS4CD,Synthetic,Shift,ChangePoint,No,"('Annotation Error',)",0.0
Naive,PELT,TS4CD,Synthetic,Shift,ChangePoint,No,"('Jaccard Index',)",1.0
Naive,PELT,TS4CD,Synthetic,Shift,ChangePoint,No,"('Rand Index',)",1.0
Naive,PELT,TS4CD,Synthetic,Shift,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.9999999999999983
Naive,PELT,TS4CD,Synthetic,Shift,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.9999999999999989
Naive,PELT,TS4CD,Synthetic,Shift,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999989
Naive,PELT,TS4CD,Synthetic,Shift,ChangePoint,No,"('best f1 under pa', 'f1')",0.9999999999999983
Naive,PELT,TS4CD,Synthetic,Shift,ChangePoint,No,"('best f1 under pa', 'precision')",0.9999999999999989
Naive,PELT,TS4CD,Synthetic,Shift,ChangePoint,No,"('best f1 under pa', 'recall')",0.9999999999999989
Naive,PELT,TS4CD,Synthetic,Shift,ChangePoint,No,"('Run Length MSE',)",0.0
Naive,PELT,TS4CD,Synthetic,Shift,ChangePoint,No,"('Run Length MSRE',)",0.0
Naive,PELT,TS4CD,Synthetic,Shift,ReportPoint,No,"('Detection Delay', 'delay_mean')",99.0
Naive,PELT,TS4CD,Synthetic,Shift,ReportPoint,No,"('Detection Delay', 'delay_std')",0.0
Naive,PELT,TS4CD,Synthetic,Shift,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",99.0
Naive,PELT,TS4CD,Synthetic,Shift,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",99.0
Naive,PELT,TS4CD,Synthetic,Shift,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",99.0
Naive,PELT,TS4CD,Synthetic,Shift,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",99.0
Naive,PELT,TS4CD,Synthetic,Shift,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",99.0
Naive,PELT,TS4CD,Synthetic,Shift,RunLength,No,"('Run Length MSE',)",0.5224022878932316
Naive,PELT,TS4CD,Synthetic,Shift,RunLength,No,"('Run Length MSRE',)",0.722774022702277
Naive,PELT,TS4CD,USC,USC_0,ChangePoint,No,"('Annotation Error',)",1.0
Naive,PELT,TS4CD,USC,USC_0,ChangePoint,No,"('Jaccard Index',)",0.8397331418684132
Naive,PELT,TS4CD,USC,USC_0,ChangePoint,No,"('Rand Index',)",0.9752660318086873
Naive,PELT,TS4CD,USC,USC_0,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.008438818565400812
Naive,PELT,TS4CD,USC,USC_0,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.004291845493562232
Naive,PELT,TS4CD,USC,USC_0,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.24999999999999994
Naive,PELT,TS4CD,USC,USC_0,ChangePoint,No,"('best f1 under pa', 'f1')",0.008438818565400812
Naive,PELT,TS4CD,USC,USC_0,ChangePoint,No,"('best f1 under pa', 'precision')",0.004291845493562232
Naive,PELT,TS4CD,USC,USC_0,ChangePoint,No,"('best f1 under pa', 'recall')",0.24999999999999994
Naive,PELT,TS4CD,USC,USC_0,ChangePoint,No,"('Run Length MSE',)",8346.962820512821
Naive,PELT,TS4CD,USC,USC_0,ChangePoint,No,"('Run Length MSRE',)",91.36171419425547
Naive,PELT,TS4CD,USC,USC_0,ReportPoint,No,"('Detection Delay', 'delay_mean')",192.5
Naive,PELT,TS4CD,USC,USC_0,ReportPoint,No,"('Detection Delay', 'delay_std')",102.56095748383008
Naive,PELT,TS4CD,USC,USC_0,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",301.00000000000006
Naive,PELT,TS4CD,USC,USC_0,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",162.99999999999991
Naive,PELT,TS4CD,USC,USC_0,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",135.0
Naive,PELT,TS4CD,USC,USC_0,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",130.0
Naive,PELT,TS4CD,USC,USC_0,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",130.0
Naive,PELT,TS4CD,USC,USC_0,RunLength,No,"('Run Length MSE',)",8350.938461538462
Naive,PELT,TS4CD,USC,USC_0,RunLength,No,"('Run Length MSRE',)",91.38346930128262
Naive,PELT,TS4CD,USC,USC_1,ChangePoint,No,"('Annotation Error',)",3.0
Naive,PELT,TS4CD,USC,USC_1,ChangePoint,No,"('Jaccard Index',)",0.6735033935498818
Naive,PELT,TS4CD,USC,USC_1,ChangePoint,No,"('Rand Index',)",0.9577478166477525
Naive,PELT,TS4CD,USC,USC_1,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.3076923076923071
Naive,PELT,TS4CD,USC,USC_1,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.3999999999999999
Naive,PELT,TS4CD,USC,USC_1,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.24999999999999994
Naive,PELT,TS4CD,USC,USC_1,ChangePoint,No,"('best f1 under pa', 'f1')",0.3076923076923071
Naive,PELT,TS4CD,USC,USC_1,ChangePoint,No,"('best f1 under pa', 'precision')",0.3999999999999999
Naive,PELT,TS4CD,USC,USC_1,ChangePoint,No,"('best f1 under pa', 'recall')",0.24999999999999994
Naive,PELT,TS4CD,USC,USC_1,ChangePoint,No,"('Run Length MSE',)",14591.758333333333
Naive,PELT,TS4CD,USC,USC_1,ChangePoint,No,"('Run Length MSRE',)",120.7963506623165
Naive,PELT,TS4CD,USC,USC_1,ReportPoint,No,"('Detection Delay', 'delay_mean')",97.125
Naive,PELT,TS4CD,USC,USC_1,ReportPoint,No,"('Detection Delay', 'delay_std')",86.48762555996089
Naive,PELT,TS4CD,USC,USC_1,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",181.99999999999997
Naive,PELT,TS4CD,USC,USC_1,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",114.99999999999997
Naive,PELT,TS4CD,USC,USC_1,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",74.5
Naive,PELT,TS4CD,USC,USC_1,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",42.1
Naive,PELT,TS4CD,USC,USC_1,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",19.0
Naive,PELT,TS4CD,USC,USC_1,RunLength,No,"('Run Length MSE',)",14686.304487179486
Naive,PELT,TS4CD,USC,USC_1,RunLength,No,"('Run Length MSRE',)",121.18706402574281
Naive,PELT,TS4CD,USC,USC_2,ChangePoint,No,"('Annotation Error',)",0.0
Naive,PELT,TS4CD,USC,USC_2,ChangePoint,No,"('Jaccard Index',)",0.9910346571060857
Naive,PELT,TS4CD,USC,USC_2,ChangePoint,No,"('Rand Index',)",0.9980147571638777
Naive,PELT,TS4CD,USC,USC_2,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.19999999999999946
Naive,PELT,TS4CD,USC,USC_2,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.19999999999999996
Naive,PELT,TS4CD,USC,USC_2,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.19999999999999996
Naive,PELT,TS4CD,USC,USC_2,ChangePoint,No,"('best f1 under pa', 'f1')",0.19999999999999946
Naive,PELT,TS4CD,USC,USC_2,ChangePoint,No,"('best f1 under pa', 'precision')",0.19999999999999996
Naive,PELT,TS4CD,USC,USC_2,ChangePoint,No,"('best f1 under pa', 'recall')",0.19999999999999996
Naive,PELT,TS4CD,USC,USC_2,ChangePoint,No,"('Run Length MSE',)",410.18601667735726
Naive,PELT,TS4CD,USC,USC_2,ChangePoint,No,"('Run Length MSRE',)",20.25304956487682
Naive,PELT,TS4CD,USC,USC_2,ReportPoint,No,"('Detection Delay', 'delay_mean')",87.8
Naive,PELT,TS4CD,USC,USC_2,ReportPoint,No,"('Detection Delay', 'delay_std')",43.25921867070648
Naive,PELT,TS4CD,USC,USC_2,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",138.0
Naive,PELT,TS4CD,USC,USC_2,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",86.0
Naive,PELT,TS4CD,USC,USC_2,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",70.0
Naive,PELT,TS4CD,USC,USC_2,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",62.0
Naive,PELT,TS4CD,USC,USC_2,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",53.4
Naive,PELT,TS4CD,USC,USC_2,RunLength,No,"('Run Length MSE',)",412.3271327774214
Naive,PELT,TS4CD,USC,USC_2,RunLength,No,"('Run Length MSRE',)",20.30583986880182
Naive,PELT,TS4CD,USC,USC_3,ChangePoint,No,"('Annotation Error',)",1.0
Naive,PELT,TS4CD,USC,USC_3,ChangePoint,No,"('Jaccard Index',)",0.6682046490603967
Naive,PELT,TS4CD,USC,USC_3,ChangePoint,No,"('Rand Index',)",0.9388332428742948
Naive,PELT,TS4CD,USC,USC_3,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.010680907877169549
Naive,PELT,TS4CD,USC,USC_3,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.005369127516778523
Naive,PELT,TS4CD,USC,USC_3,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999998
Naive,PELT,TS4CD,USC,USC_3,ChangePoint,No,"('best f1 under pa', 'f1')",0.010680907877169549
Naive,PELT,TS4CD,USC,USC_3,ChangePoint,No,"('best f1 under pa', 'precision')",0.005369127516778523
Naive,PELT,TS4CD,USC,USC_3,ChangePoint,No,"('best f1 under pa', 'recall')",0.9999999999999998
Naive,PELT,TS4CD,USC,USC_3,ChangePoint,No,"('Run Length MSE',)",25635.341025641024
Naive,PELT,TS4CD,USC,USC_3,ChangePoint,No,"('Run Length MSRE',)",160.1104026153236
Naive,PELT,TS4CD,USC,USC_3,ReportPoint,No,"('Detection Delay', 'delay_mean')",121.25
Naive,PELT,TS4CD,USC,USC_3,ReportPoint,No,"('Detection Delay', 'delay_std')",48.072211307573525
Naive,PELT,TS4CD,USC,USC_3,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",173.0
Naive,PELT,TS4CD,USC,USC_3,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",159.0
Naive,PELT,TS4CD,USC,USC_3,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",130.0
Naive,PELT,TS4CD,USC,USC_3,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",92.0
Naive,PELT,TS4CD,USC,USC_3,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",61.0
Naive,PELT,TS4CD,USC,USC_3,RunLength,No,"('Run Length MSE',)",25706.70064102564
Naive,PELT,TS4CD,USC,USC_3,RunLength,No,"('Run Length MSRE',)",160.3330927819508
Naive,PELT,TS4CD,USC,USC_4,ChangePoint,No,"('Annotation Error',)",1.0
Naive,PELT,TS4CD,USC,USC_4,ChangePoint,No,"('Jaccard Index',)",0.5856385837437884
Naive,PELT,TS4CD,USC,USC_4,ChangePoint,No,"('Rand Index',)",0.8989206591996842
Naive,PELT,TS4CD,USC,USC_4,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.22222222222222165
Naive,PELT,TS4CD,USC,USC_4,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.24999999999999994
Naive,PELT,TS4CD,USC,USC_4,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.19999999999999996
Naive,PELT,TS4CD,USC,USC_4,ChangePoint,No,"('best f1 under pa', 'f1')",0.22222222222222165
Naive,PELT,TS4CD,USC,USC_4,ChangePoint,No,"('best f1 under pa', 'precision')",0.24999999999999994
Naive,PELT,TS4CD,USC,USC_4,ChangePoint,No,"('best f1 under pa', 'recall')",0.19999999999999996
Naive,PELT,TS4CD,USC,USC_4,ChangePoint,No,"('Run Length MSE',)",64762.17243589744
Naive,PELT,TS4CD,USC,USC_4,ChangePoint,No,"('Run Length MSRE',)",254.48413002758627
Naive,PELT,TS4CD,USC,USC_4,ReportPoint,No,"('Detection Delay', 'delay_mean')",104.6
Naive,PELT,TS4CD,USC,USC_4,ReportPoint,No,"('Detection Delay', 'delay_std')",61.284908419610126
Naive,PELT,TS4CD,USC,USC_4,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",163.0
Naive,PELT,TS4CD,USC,USC_4,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",148.6
Naive,PELT,TS4CD,USC,USC_4,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",139.0
Naive,PELT,TS4CD,USC,USC_4,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",60.599999999999994
Naive,PELT,TS4CD,USC,USC_4,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",29.0
Naive,PELT,TS4CD,USC,USC_4,RunLength,No,"('Run Length MSE',)",64970.360897435894
Naive,PELT,TS4CD,USC,USC_4,RunLength,No,"('Run Length MSRE',)",254.8928419894052
Naive,PELT,TS4CD,USC,USC_5,ChangePoint,No,"('Annotation Error',)",2.0
Naive,PELT,TS4CD,USC,USC_5,ChangePoint,No,"('Jaccard Index',)",0.691752800242834
Naive,PELT,TS4CD,USC,USC_5,ChangePoint,No,"('Rand Index',)",0.95130473518705
Naive,PELT,TS4CD,USC,USC_5,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.011904761904761849
Naive,PELT,TS4CD,USC,USC_5,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.006134969325153374
Naive,PELT,TS4CD,USC,USC_5,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.19999999999999996
Naive,PELT,TS4CD,USC,USC_5,ChangePoint,No,"('best f1 under pa', 'f1')",0.011904761904761849
Naive,PELT,TS4CD,USC,USC_5,ChangePoint,No,"('best f1 under pa', 'precision')",0.006134969325153374
Naive,PELT,TS4CD,USC,USC_5,ChangePoint,No,"('best f1 under pa', 'recall')",0.19999999999999996
Naive,PELT,TS4CD,USC,USC_5,ChangePoint,No,"('Run Length MSE',)",16300.685695958948
Naive,PELT,TS4CD,USC,USC_5,ChangePoint,No,"('Run Length MSRE',)",127.67413871242267
Naive,PELT,TS4CD,USC,USC_5,ReportPoint,No,"('Detection Delay', 'delay_mean')",200.0
Naive,PELT,TS4CD,USC,USC_5,ReportPoint,No,"('Detection Delay', 'delay_std')",131.90905958272918
Naive,PELT,TS4CD,USC,USC_5,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",340.0
Naive,PELT,TS4CD,USC,USC_5,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",190.0
Naive,PELT,TS4CD,USC,USC_5,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",190.0
Naive,PELT,TS4CD,USC,USC_5,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",150.0
Naive,PELT,TS4CD,USC,USC_5,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",80.0
Naive,PELT,TS4CD,USC,USC_5,RunLength,No,"('Run Length MSE',)",16397.164849262346
Naive,PELT,TS4CD,USC,USC_5,RunLength,No,"('Run Length MSRE',)",128.05141486630419
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ChangePoint,No,"('Annotation Error',)",33.8
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ChangePoint,No,"('Jaccard Index',)",0.3277960706936382
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ChangePoint,No,"('Rand Index',)",0.8157915921288014
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.013540372670807429
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.007003490033494953
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.8857142857142847
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ChangePoint,No,"('best f1 under pa', 'f1')",0.013540372670807429
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ChangePoint,No,"('best f1 under pa', 'precision')",0.007003490033494953
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ChangePoint,No,"('best f1 under pa', 'recall')",0.8857142857142847
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ChangePoint,No,"('Run Length MSE',)",16529.418928571427
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ChangePoint,No,"('Run Length MSRE',)",122.01705387044115
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ReportPoint,No,"('Detection Delay', 'delay_mean')",12.628571428571428
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ReportPoint,No,"('Detection Delay', 'delay_std')",5.047690924915014
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ReportPoint,No,"('Detection Delay', 'delay_pct(90)')",20.32
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ReportPoint,No,"('Detection Delay', 'delay_pct(70)')",12.719999999999994
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ReportPoint,No,"('Detection Delay', 'delay_pct(50)')",9.4
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ReportPoint,No,"('Detection Delay', 'delay_pct(30)')",9.28
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,ReportPoint,No,"('Detection Delay', 'delay_pct(10)')",8.8
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,RunLength,No,"('Run Length MSE',)",15105.842142857142
Naive,TSCP2,TS4CD,AlanTuringTCPD,apple,RunLength,No,"('Run Length MSRE',)",116.51171183114158
Naive,TSCP2,TS4CD,AlanTuringTCPD,bee_waggle_6,ChangePoint,No,"('Annotation Error',)",8.0
Naive,TSCP2,TS4CD,AlanTuringTCPD,bee_waggle_6,ChangePoint,No,"('Jaccard Index',)",0.4251795732077193
Naive,TSCP2,TS4CD,AlanTuringTCPD,bee_waggle_6,ChangePoint,No,"('Rand Index',)",0.804365601691197
Naive,TSCP2,TS4CD,AlanTuringTCPD,bee_waggle_6,ChangePoint,No,"('event-based f1 under pa with mode log', 'f1')",0.017467248908296925
Naive,TSCP2,TS4CD,AlanTuringTCPD,bee_waggle_6,ChangePoint,No,"('event-based f1 under pa with mode log', 'precision')",0.00881057268722467
Naive,TSCP2,TS4CD,AlanTuringTCPD,bee_waggle_6,ChangePoint,No,"('event-based f1 under pa with mode log', 'recall')",0.9999999999999996
Naive,TSCP2,TS4CD,AlanTuringTCPD,bee_waggle_6,ChangePoint,No,"('best f1 under pa', 'f1')",0.017467248908296925
Naive,TSCP2,TS4CD,AlanTuringTCPD,bee_waggle_6,ChangePoint,No,"('best f1 under pa', 'precision')",0.00881057268722467
Naive,TSCP2,TS4CD,AlanTuringTCPD,bee_waggle_6,ChangePoint,No,"('best f1 under pa', 'recall')",0.9999999999999996
Naive,TSCP2,TS4CD,AlanTuringTCPD,bee_waggle_6,ChangePoint,No,"('Run Length MSE',)",21440.154826958107
